Município,UF,Região,Fabricante,Doses Aplicadas,Dose 1,Dose 2
Guaçuí,ES,Sudeste,PFIZER/BIONTECH,2143,2143,0
Guaçuí,ES,Sudeste,JANSSEN,8,0,0
Guarapari,ES,Sudeste,FIOCRUZ/ASTRAZENECA,35540,33128,2412
Guarapari,ES,Sudeste,BUTANTAN/SINOVAC,26108,14357,11751
Guarapari,ES,Sudeste,PFIZER/BIONTECH,4190,4189,1
Ibatiba,ES,Sudeste,FIOCRUZ/ASTRAZENECA,6104,5486,618
Ibatiba,ES,Sudeste,BUTANTAN/SINOVAC,5884,3037,2847
Ibatiba,ES,Sudeste,PFIZER/BIONTECH,1757,1753,4
Ibatiba,ES,Sudeste,JANSSEN,610,0,0
Ibiraçu,ES,Sudeste,BUTANTAN/SINOVAC,3589,1891,1698
Ibiraçu,ES,Sudeste,FIOCRUZ/ASTRAZENECA,3266,3046,220
Ibiraçu,ES,Sudeste,PFIZER/BIONTECH,630,630,0
Ibitirama,ES,Sudeste,BUTANTAN/SINOVAC,1958,1027,931
Ibitirama,ES,Sudeste,FIOCRUZ/ASTRAZENECA,1708,1617,91
Ibitirama,ES,Sudeste,PFIZER/BIONTECH,449,449,0
Ibitirama,ES,Sudeste,JANSSEN,39,0,0
Iconha,ES,Sudeste,BUTANTAN/SINOVAC,4314,2268,2046
Iconha,ES,Sudeste,FIOCRUZ/ASTRAZENECA,3618,3433,185
Iconha,ES,Sudeste,PFIZER/BIONTECH,908,908,0
Iconha,ES,Sudeste,JANSSEN,197,0,0
Irupi,ES,Sudeste,BUTANTAN/SINOVAC,3984,2079,1905
Irupi,ES,Sudeste,FIOCRUZ/ASTRAZENECA,2441,2358,83
Irupi,ES,Sudeste,PFIZER/BIONTECH,724,724,0
Irupi,ES,Sudeste,JANSSEN,160,0,0
Itaguaçu,ES,Sudeste,BUTANTAN/SINOVAC,5104,2719,2385
Itaguaçu,ES,Sudeste,FIOCRUZ/ASTRAZENECA,3402,3155,247
Itaguaçu,ES,Sudeste,PFIZER/BIONTECH,990,987,3
Itaguaçu,ES,Sudeste,JANSSEN,222,0,0
Itapemirim,ES,Sudeste,FIOCRUZ/ASTRAZENECA,9977,8775,1202
Itapemirim,ES,Sudeste,BUTANTAN/SINOVAC,9739,5154,4585
Itapemirim,ES,Sudeste,PFIZER/BIONTECH,1749,1749,0
Itapemirim,ES,Sudeste,JANSSEN,140,0,0
Itarana,ES,Sudeste,BUTANTAN/SINOVAC,3511,1770,1741
Itarana,ES,Sudeste,FIOCRUZ/ASTRAZENECA,2931,2580,351
Itarana,ES,Sudeste,PFIZER/BIONTECH,770,769,1
Iúna,ES,Sudeste,BUTANTAN/SINOVAC,7359,3784,3575
Iúna,ES,Sudeste,FIOCRUZ/ASTRAZENECA,6635,6235,400
Iúna,ES,Sudeste,PFIZER/BIONTECH,1554,1552,2
Iúna,ES,Sudeste,JANSSEN,654,0,0
Jaguaré,ES,Sudeste,FIOCRUZ/ASTRAZENECA,6045,5834,211
Jaguaré,ES,Sudeste,BUTANTAN/SINOVAC,5818,2996,2822
Jaguaré,ES,Sudeste,PFIZER/BIONTECH,1529,1529,0
Jaguaré,ES,Sudeste,JANSSEN,137,0,0
Jerônimo Monteiro,ES,Sudeste,BUTANTAN/SINOVAC,3825,1975,1850
Jerônimo Monteiro,ES,Sudeste,FIOCRUZ/ASTRAZENECA,3503,3092,411
Jerônimo Monteiro,ES,Sudeste,PFIZER/BIONTECH,924,923,1
Jerônimo Monteiro,ES,Sudeste,JANSSEN,266,0,0
João Neiva,ES,Sudeste,BUTANTAN/SINOVAC,5401,2757,2644
João Neiva,ES,Sudeste,FIOCRUZ/ASTRAZENECA,4404,4011,393
João Neiva,ES,Sudeste,PFIZER/BIONTECH,1067,1063,4
João Neiva,ES,Sudeste,JANSSEN,144,0,0
Laranja Da Terra,ES,Sudeste,BUTANTAN/SINOVAC,3855,1971,1884
Laranja Da Terra,ES,Sudeste,FIOCRUZ/ASTRAZENECA,3491,2929,562
Laranja Da Terra,ES,Sudeste,PFIZER/BIONTECH,953,950,3
Linhares,ES,Sudeste,FIOCRUZ/ASTRAZENECA,44209,38494,5715
Linhares,ES,Sudeste,BUTANTAN/SINOVAC,34923,18375,16548
Linhares,ES,Sudeste,PFIZER/BIONTECH,8393,8370,23
Linhares,ES,Sudeste,JANSSEN,4149,0,0
Mantenópolis,ES,Sudeste,BUTANTAN/SINOVAC,4745,2470,2275
Mantenópolis,ES,Sudeste,FIOCRUZ/ASTRAZENECA,3469,3296,173
Mantenópolis,ES,Sudeste,PFIZER/BIONTECH,829,823,6
Marataízes,ES,Sudeste,BUTANTAN/SINOVAC,10699,5590,5109
Marataízes,ES,Sudeste,FIOCRUZ/ASTRAZENECA,10474,9621,853
Marataízes,ES,Sudeste,PFIZER/BIONTECH,2087,2087,0
Marechal Floriano,ES,Sudeste,BUTANTAN/SINOVAC,4640,2444,2196
Marechal Floriano,ES,Sudeste,FIOCRUZ/ASTRAZENECA,4282,4033,249
Marechal Floriano,ES,Sudeste,PFIZER/BIONTECH,1017,1017,0
Marilândia,ES,Sudeste,BUTANTAN/SINOVAC,3798,1917,1881
Marilândia,ES,Sudeste,FIOCRUZ/ASTRAZENECA,3092,2941,151
Marilândia,ES,Sudeste,PFIZER/BIONTECH,780,780,0
Mimoso Do Sul,ES,Sudeste,BUTANTAN/SINOVAC,8671,4710,3961
Mimoso Do Sul,ES,Sudeste,FIOCRUZ/ASTRAZENECA,5617,5422,195
Mimoso Do Sul,ES,Sudeste,PFIZER/BIONTECH,1674,1668,6
Mimoso Do Sul,ES,Sudeste,JANSSEN,318,0,0
Montanha,ES,Sudeste,BUTANTAN/SINOVAC,6354,3294,3060
Montanha,ES,Sudeste,FIOCRUZ/ASTRAZENECA,4326,4064,262
Montanha,ES,Sudeste,PFIZER/BIONTECH,960,959,1
Mucurici,ES,Sudeste,BUTANTAN/SINOVAC,1740,914,826
Mucurici,ES,Sudeste,FIOCRUZ/ASTRAZENECA,1273,1196,77
Mucurici,ES,Sudeste,PFIZER/BIONTECH,302,301,1
Mucurici,ES,Sudeste,JANSSEN,58,0,0
Muniz Freire,ES,Sudeste,FIOCRUZ/ASTRAZENECA,5252,4460,792
Muniz Freire,ES,Sudeste,BUTANTAN/SINOVAC,4754,2428,2326
Muniz Freire,ES,Sudeste,PFIZER/BIONTECH,1226,1223,3
Muqui,ES,Sudeste,BUTANTAN/SINOVAC,4526,2525,2001
Muqui,ES,Sudeste,FIOCRUZ/ASTRAZENECA,3625,3462,163
Muqui,ES,Sudeste,PFIZER/BIONTECH,933,933,0
Muqui,ES,Sudeste,JANSSEN,198,0,0
Nova Venécia,ES,Sudeste,BUTANTAN/SINOVAC,12227,6274,5953
Nova Venécia,ES,Sudeste,FIOCRUZ/ASTRAZENECA,11764,10912,852
Nova Venécia,ES,Sudeste,PFIZER/BIONTECH,3782,3780,2
Pancas,ES,Sudeste,BUTANTAN/SINOVAC,6304,3270,3034
Pancas,ES,Sudeste,FIOCRUZ/ASTRAZENECA,5235,4814,421
Pancas,ES,Sudeste,PFIZER/BIONTECH,1479,1476,3
Pancas,ES,Sudeste,JANSSEN,259,0,0
Pedro Canário,ES,Sudeste,BUTANTAN/SINOVAC,5406,2808,2598
Pedro Canário,ES,Sudeste,FIOCRUZ/ASTRAZENECA,4957,4724,233
Pedro Canário,ES,Sudeste,PFIZER/BIONTECH,1572,1569,3
Pinheiros,ES,Sudeste,BUTANTAN/SINOVAC,6392,3323,3069
Pinheiros,ES,Sudeste,FIOCRUZ/ASTRAZENECA,5530,5261,269
Pinheiros,ES,Sudeste,PFIZER/BIONTECH,1733,1733,0
Piúma,ES,Sudeste,BUTANTAN/SINOVAC,5700,3164,2536
Piúma,ES,Sudeste,FIOCRUZ/ASTRAZENECA,4758,4571,187
Piúma,ES,Sudeste,PFIZER/BIONTECH,1101,1101,0
Piúma,ES,Sudeste,JANSSEN,412,0,0
Ponto Belo,ES,Sudeste,BUTANTAN/SINOVAC,2066,1131,935
Ponto Belo,ES,Sudeste,FIOCRUZ/ASTRAZENECA,1939,1841,98
Ponto Belo,ES,Sudeste,PFIZER/BIONTECH,417,417,0
Presidente Kennedy,ES,Sudeste,FIOCRUZ/ASTRAZENECA,4461,3879,582
Presidente Kennedy,ES,Sudeste,BUTANTAN/SINOVAC,3559,1848,1711
Presidente Kennedy,ES,Sudeste,PFIZER/BIONTECH,756,756,0
Presidente Kennedy,ES,Sudeste,JANSSEN,243,0,0
Rio Bananal,ES,Sudeste,BUTANTAN/SINOVAC,4922,2537,2385
Rio Bananal,ES,Sudeste,FIOCRUZ/ASTRAZENECA,4245,3997,248
Rio Bananal,ES,Sudeste,PFIZER/BIONTECH,1185,1184,1
Rio Bananal,ES,Sudeste,JANSSEN,288,0,0
Rio Novo Do Sul,ES,Sudeste,BUTANTAN/SINOVAC,3435,1823,1612
Rio Novo Do Sul,ES,Sudeste,FIOCRUZ/ASTRAZENECA,2932,2712,220
Rio Novo Do Sul,ES,Sudeste,PFIZER/BIONTECH,860,860,0
Rio Novo Do Sul,ES,Sudeste,JANSSEN,106,0,0
Santa Leopoldina,ES,Sudeste,FIOCRUZ/ASTRAZENECA,3877,3307,570
Santa Leopoldina,ES,Sudeste,BUTANTAN/SINOVAC,3699,1905,1794
Santa Leopoldina,ES,Sudeste,PFIZER/BIONTECH,775,769,6
Santa Maria De Jetibá,ES,Sudeste,FIOCRUZ/ASTRAZENECA,9105,8425,680
Santa Maria De Jetibá,ES,Sudeste,BUTANTAN/SINOVAC,8730,4512,4218
Santa Maria De Jetibá,ES,Sudeste,PFIZER/BIONTECH,2398,2391,7
Santa Maria De Jetibá,ES,Sudeste,JANSSEN,29,0,0
Santa Teresa,ES,Sudeste,BUTANTAN/SINOVAC,8507,4345,4162
Santa Teresa,ES,Sudeste,FIOCRUZ/ASTRAZENECA,6077,5763,314
Santa Teresa,ES,Sudeste,PFIZER/BIONTECH,1851,1851,0
São Domingos Do Norte,ES,Sudeste,BUTANTAN/SINOVAC,2441,1264,1177
São Domingos Do Norte,ES,Sudeste,FIOCRUZ/ASTRAZENECA,2412,2320,92
São Domingos Do Norte,ES,Sudeste,PFIZER/BIONTECH,545,545,0
São Domingos Do Norte,ES,Sudeste,JANSSEN,137,0,0
São Gabriel Da Palha,ES,Sudeste,BUTANTAN/SINOVAC,8146,4398,3748
